Name,Organization,Year Elected,Status
Pierre A. Adet,American Philosophical Society,1796,Member
Nathaniel B. Bedford,American Philosophical Society,1796,Member
Isaac Briggs,American Philosophical Society,1796,Member
Charles Caldwell,American Philosophical Society,1796,Member
Dr. Isaac Cathrall,American Philosophical Society,1796,Member
F.H. Le Comte,American Philosophical Society,1796,Member
Tench Coxe,American Philosophical Society,1796,Member
Joanne B. Cunat,American Philosophical Society,1796,Member
Jean Deveze,American Philosophical Society,1796,Member
Louis E. Duhail,American Philosophical Society,1796,Member
Cypriano R. Friere,American Philosophical Society,1796,Member
Jacques M. le F. de Grandpre,American Philosophical Society,1796,Member
Hugh Hodge,American Philosophical Society,1796,Member
Jose de Jaudences,American Philosophical Society,1796,Member
J.F. Mifflin,American Philosophical Society,1796,Member
William D. Peck,American Philosophical Society,1796,Member
Francois A.F. de la Rochefoucauld-Liancourt,American Philosophical Society,1796,Member
Sir James E. Smith,American Philosophical Society,1796,Member
Charles M. de Talleyrand-Perigord,American Philosophical Society,1796,Member
Luis de Urbina,American Philosophical Society,1796,Member
James Woodhouse,American Philosophical Society,1796,Member
William Bache,American Philosophical Society,1797,Member
Samuel Blair,American Philosophical Society,1797,Member
John Guillemard,American Philosophical Society,1797,Member
William Hamilton,American Philosophical Society,1797,Member
John Heckewilder,American Philosophical Society,1797,Member
Andrews Everardus Van Braam Houckgeest,American Philosophical Society,1797,Member
Thomas C. James,American Philosophical Society,1797,Member
Alexander Martin,American Philosophical Society,1797,Member
Theo. C. Mozard,American Philosophical Society,1797,Member
John Newnan,American Philosophical Society,1797,Member
Thomas Pinckney,American Philosophical Society,1797,Member
Adam Seybert,American Philosophical Society,1797,Member
Rich P. Smith,American Philosophical Society,1797,Member
Samuel H. Smith,American Philosophical Society,1797,Member
John Stuart,American Philosophical Society,1797,Member
Comte Constantin F. Chasseboeuf de Volney,American Philosophical Society,1797,Member
Johann F. Blumenbach,American Philosophical Society,1798,Member
Julian U. Niemcewicz,American Philosophical Society,1798,Member
William Patterson,American Philosophical Society,1798,Member
Giambattista Scandella,American Philosophical Society,1798,Member
Franz A. von Zach,American Philosophical Society,1798,Member
William Boys,American Philosophical Society,1799,Member
Joseph Clay,American Philosophical Society,1799,Member
John R. Coxe,American Philosophical Society,1799,Member
Samuel Elam,American Philosophical Society,1799,Member
Benjamin H. Latrobe,American Philosophical Society,1799,Member
William Maclure,American Philosophical Society,1799,Member
Thomas P. Smith,American Philosophical Society,1799,Member
Justus E. Bollmann,American Philosophical Society,1800,Member
Samuel Brown,American Philosophical Society,1800,Member
William Dunbar,American Philosophical Society,1800,Member
Sir Robert Liston,American Philosophical Society,1800,Member
Samuel Miller,American Philosophical Society,1800,Member
Pierre S. du Pont de Nemours,American Philosophical Society,1800,Member
John R. Smith,American Philosophical Society,1800,Member
Francis Blanchet,American Philosophical Society,1801,Member
Samuel Falberg,American Philosophical Society,1801,Member
Jose J. de Ferrer,American Philosophical Society,1801,Member
Thomas T. Hewson,American Philosophical Society,1801,Member
William Jones,American Philosophical Society,1801,Member
Robert R. Livingston,American Philosophical Society,1801,Member
Gustav Paykull,American Philosophical Society,1801,Member
Fran Peyrolon,American Philosophical Society,1801,Member
Alexander Ramirez,American Philosophical Society,1801,Member
William Barnwell,American Philosophical Society,1802,Member
John Church,American Philosophical Society,1802,Member
Thomas Cooper,American Philosophical Society,1802,Member
Valentin de Foronda,American Philosophical Society,1802,Member
John Garnett,American Philosophical Society,1802,Member
Marquis de C.M. Martinez Casa Irujo,American Philosophical Society,1802,Member
William S. Jacobs,American Philosophical Society,1802,Member
Philippe R. Roume de St. Laurent,American Philosophical Society,1802,Member
Phillippe J. Letsom,American Philosophical Society,1802,Member
James Mease,American Philosophical Society,1802,Member
Peter B. Olsen,American Philosophical Society,1802,Member
Philip S. Physick,American Philosophical Society,1802,Member
Jarvis Roebuck,American Philosophical Society,1802,Member
William Roxburgh,American Philosophical Society,1802,Member
Benjamin Dearborn,American Philosophical Society,1803,Member
Jean B.J. Delambre,American Philosophical Society,1803,Member
Robert Gilmore,American Philosophical Society,1803,Member
Robert Hare,American Philosophical Society,1803,Member
Meriwether Lewis,American Philosophical Society,1803,Member
Dan Melanderhjelm,American Philosophical Society,1803,Member
Francis Nichols,American Philosophical Society,1803,Member
Eric Prosperin,American Philosophical Society,1803,Member
David Ramsay,American Philosophical Society,1803,Member
Benjamin Thompson,American Philosophical Society,1803,Member
Pedro Caevallos,American Philosophical Society,1804,Member
Antonio J. Cavanilles,American Philosophical Society,1804,Member
Zaccheus Collins,American Philosophical Society,1804,Member
Joshua Gilpin,American Philosophical Society,1804,Member
Prince Manuel Godoy,American Philosophical Society,1804,Member
Baron von F.H. Alexander Humboldt,American Philosophical Society,1804,Member
David Humphreys,American Philosophical Society,1804,Member
Edward Jenner,American Philosophical Society,1804,Member
William Short,American Philosophical Society,1804,Member
Sam Webber,American Philosophical Society,1804,Member
Joseph Willard,American Philosophical Society,1804,Member
William Hawes,American Philosophical Society,1805,Member
William Jones,American Philosophical Society,1805,Member
Edward Miller,American Philosophical Society,1805,Member
Samuel Moore,American Philosophical Society,1805,Member
John Prince,American Philosophical Society,1805,Member
Benjamin Silliman,American Philosophical Society,1805,Member
Charles Smith,American Philosophical Society,1805,Member
William Tilghman,American Philosophical Society,1805,Member
F.A. Vanderkemp,American Philosophical Society,1805,Member
Bushrod Washington,American Philosophical Society,1805,Member
Adrien G. Camper,American Philosophical Society,1806,Member
Joseph Cloud,American Philosophical Society,1806,Member
Samuel F. Conover,American Philosophical Society,1806,Member
William Dubourg,American Philosophical Society,1806,Member
John Maclean,American Philosophical Society,1806,Member
Martinus van Martius,American Philosophical Society,1806,Member
Joseph Sansom,American Philosophical Society,1806,Member
Francisco de Borja Garcao Stockler,American Philosophical Society,1806,Member
Olof Swartz,American Philosophical Society,1806,Member
Comte Antoine L.C. Desturr de Tracy,American Philosophical Society,1806,Member
Samuel B. Wylie,American Philosophical Society,1806,Member
Archibald Bruce,American Philosophical Society,1807,Member
Nathaniel Chapman,American Philosophical Society,1807,Member
Mahlon Dickerson,American Philosophical Society,1807,Member
John E. Forstroem,American Philosophical Society,1807,Member
James Gibson,American Philosophical Society,1807,Member
Ferd R. Hassler,American Philosophical Society,1807,Member
George Izard,American Philosophical Society,1807,Member
John McDowell,American Philosophical Society,1807,Member
Ir _ e Du Pont,American Philosophical Society,1807,Member
Comte de Charles P. Lasteyrie du Saillant,American Philosophical Society,1807,Member
Horace Binney,American Philosophical Society,1808,Member
Edward Penington,American Philosophical Society,1808,Member
William Staughton,American Philosophical Society,1808,Member
Joel Barlow,American Philosophical Society,1809,Member
Nathaniel Bowditch,American Philosophical Society,1809,Member
Ross Cuthbert,American Philosophical Society,1809,Member
George William Featherstonhaugh,American Philosophical Society,1809,Member
Robert Fulton,American Philosophical Society,1809,Member
Silvain Godon,American Philosophical Society,1809,Member
Francois A. Michaux,American Philosophical Society,1809,Member
Thomas Moore,American Philosophical Society,1809,Member
Robert M. Patterson,American Philosophical Society,1809,Member
David B. Warden,American Philosophical Society,1809,Member
James Winthrop,American Philosophical Society,1809,Member
J.H. Brinton,American Philosophical Society,1810,Member
Humphry Davy,American Philosophical Society,1810,Member
George Gibbs,American Philosophical Society,1810,Member
John Haighton,American Philosophical Society,1810,Member
David Hosack,American Philosophical Society,1810,Member
William Johnson,American Philosophical Society,1810,Member
William Bentley,American Philosophical Society,1811,Member
John Davis,American Philosophical Society,1811,Member
John M. Good,American Philosophical Society,1811,Member
Louis N. Vanquelin,American Philosophical Society,1811,Member
Charles J. Wister,American Philosophical Society,1811,Member
Robert Adrain,American Philosophical Society,1812,Member
Benjamin Allen,American Philosophical Society,1812,Member
Jose F. Correa da Serra,American Philosophical Society,1812,Member
Robert Walsh,American Philosophical Society,1812,Member
W.P.C. Barton,American Philosophical Society,1813,Member
Nicholas Biddle,American Philosophical Society,1813,Member
Charles Chauncey,American Philosophical Society,1813,Member
Constant Dumeril,American Philosophical Society,1813,Member
Reuben Haines,American Philosophical Society,1813,Member
William Hembel,American Philosophical Society,1813,Member
William T. Meredith,American Philosophical Society,1813,Member
Benjamin R. Morgan,American Philosophical Society,1813,Member
George Pollock,American Philosophical Society,1813,Member
Anders J. Retzius,American Philosophical Society,1813,Member
John Sergeant,American Philosophical Society,1813,Member
Alexander Wilson,American Philosophical Society,1813,Member
Nathaniel Stout Allison,American Philosophical Society,1814,Member
Frederick Beasley,American Philosophical Society,1814,Member
John G. Biddle,American Philosophical Society,1814,Member
De Witt Clinton,American Philosophical Society,1814,Member
James Cutbush,American Philosophical Society,1814,Member
John S. Dorsey,American Philosophical Society,1814,Member
Thomas Gilpin,American Philosophical Society,1814,Member
John Gummere,American Philosophical Society,1814,Member
John E. Hall,American Philosophical Society,1814,Member
Joseph G. Swift,American Philosophical Society,1814,Member
James P. Wilson,American Philosophical Society,1814,Member
Samuel Colhoun,American Philosophical Society,1815,Member
James Gray,American Philosophical Society,1815,Member
Charles W. Hare,American Philosophical Society,1815,Member
Joseph Hartshorne,American Philosophical Society,1815,Member
Joseph Hopkinson,American Philosophical Society,1815,Member
Charles J. Ingersoll,American Philosophical Society,1815,Member
Joseph P. Norris,American Philosophical Society,1815,Member
Joseph Parrish,American Philosophical Society,1815,Member
John M. Scott,American Philosophical Society,1815,Member
Carlo Botta,American Philosophical Society,1816,Member
Abiel Holmes,American Philosophical Society,1816,Member
Jared Mansfield,American Philosophical Society,1816,Member
Joseph Reed,American Philosophical Society,1816,Member
Isaiah Thomas,American Philosophical Society,1816,Member
Gerard Troost,American Philosophical Society,1816,Member
Joseph P.F. Deleuze,American Philosophical Society,1817,Member
Johann P. Frank,American Philosophical Society,1817,Member
William Gaston,American Philosophical Society,1817,Member
Jos. von Hammer-Purgstall,American Philosophical Society,1817,Member
Charles A. Lesueur,American Philosophical Society,1817,Member
William Meade,American Philosophical Society,1817,Member
Charles F. Mercer,American Philosophical Society,1817,Member
Jean C. de la Metherie,American Philosophical Society,1817,Member
Eugenius Nulty,American Philosophical Society,1817,Member
Thomas Nuttall,American Philosophical Society,1817,Member
George Ord,American Philosophical Society,1817,Member
John C. Otto,American Philosophical Society,1817,Member
Richard Rush,American Philosophical Society,1817,Member
Thomas Say,American Philosophical Society,1817,Member
Lewis Schweinitz,American Philosophical Society,1817,Member
Joseph von Sonnenfels,American Philosophical Society,1817,Member
Henry Steinhauer,American Philosophical Society,1817,Member
Edward Troughton,American Philosophical Society,1817,Member
Johann S. Vater,American Philosophical Society,1817,Member
John Q. Adams,American Philosophical Society,1818,Member
Friedrich Adelung,American Philosophical Society,1818,Member
Jacob Bigelow,American Philosophical Society,1818,Member
Parker Cleaveland,American Philosophical Society,1818,Member
Daniel Drake,American Philosophical Society,1818,Member
Nicholas Fuss,American Philosophical Society,1818,Member
Paul Jackson,American Philosophical Society,1818,Member
Josiah Meigs,American Philosophical Society,1818,Member
Noel de la Moriniere,American Philosophical Society,1818,Member
Joseph Swain,American Philosophical Society,1818,Member
Gotthilf Fischer Von Waldheim,American Philosophical Society,1818,Member
John C. Warren,American Philosophical Society,1818,Member
Johann A. Albers,American Philosophical Society,1819,Member
Henri M. Ducrotay de Blainville,American Philosophical Society,1819,Member
Alexandre Brongniart,American Philosophical Society,1819,Member
Redmond Conyngham,American Philosophical Society,1819,Member
Anselme G. Desmarest,American Philosophical Society,1819,Member
William P. Dewees,American Philosophical Society,1819,Member
John Eberle,American Philosophical Society,1819,Member
Stephan Elliot,American Philosophical Society,1819,Member
L.H. Girardin,American Philosophical Society,1819,Member
William E. Horner,American Philosophical Society,1819,Member
Louis M. Langles,American Philosophical Society,1819,Member
Comte de Jean D. Lanjuinais,American Philosophical Society,1819,Member
Pierre A. Latreille,American Philosophical Society,1819,Member
John Murray,American Philosophical Society,1819,Member
Jacob Perkins,American Philosophical Society,1819,Member
Fred C. Schaeffer,American Philosophical Society,1819,Member
Guillaume T. Tilesius,American Philosophical Society,1819,Member
Roberts Vaux,American Philosophical Society,1819,Member
Franklin Bache,American Philosophical Society,1820,Member
John J. Berzelius,American Philosophical Society,1820,Member
J.A. Borgnis,American Philosophical Society,1820,Member
William Gibson,American Philosophical Society,1820,Member
Baron von Joseph Hormayr,American Philosophical Society,1820,Member
Samuel F. Jarvis,American Philosophical Society,1820,Member
Matthew Lesseps,American Philosophical Society,1820,Member
Isaiah Lukens,American Philosophical Society,1820,Member
William Marsden,American Philosophical Society,1820,Member
Jacques P. Merigon de Montgery,American Philosophical Society,1820,Member
John Pickering,American Philosophical Society,1820,Member
William Strickland,American Philosophical Society,1820,Member
Peter Afzelius,American Philosophical Society,1821,Member
Clement C. Biddle,American Philosophical Society,1821,Member
Elisha De Butts,American Philosophical Society,1821,Member
Mathew Carey,American Philosophical Society,1821,Member
Langdon Cheves,American Philosophical Society,1821,Member
John B. Gibson,American Philosophical Society,1821,Member
Levitt Harris,American Philosophical Society,1821,Member
George A. Otis,American Philosophical Society,1821,Member
Count Gustavus Wetterstedt,American Philosophical Society,1821,Member
James Workman,American Philosophical Society,1821,Member
Sir James Wylie,American Philosophical Society,1821,Member
Solomon W. Conrad,American Philosophical Society,1822,Member
Jose B. de Andrada e Silva,American Philosophical Society,1822,Member
Richard Harlan,American Philosophical Society,1822,Member
Baron von Wilhelm Humboldt,American Philosophical Society,1822,Member
William H. Keating,American Philosophical Society,1822,Member
Zacharias Nordmark,American Philosophical Society,1822,Member
Samuel Parkes,American Philosophical Society,1822,Member
Peder Pedersen,American Philosophical Society,1822,Member
Peter Poletica,American Philosophical Society,1822,Member
Condy Raguet,American Philosophical Society,1822,Member
Gottlob E. Schultze,American Philosophical Society,1822,Member
Jons Svanberg,American Philosophical Society,1822,Member
Lardner Vanuxem,American Philosophical Society,1822,Member
Joseph Bonaparte,American Philosophical Society,1823,Member
Lucien Bonaparte,American Philosophical Society,1823,Member
Benjamin H. Coates,American Philosophical Society,1823,Member
William B. Collyer,American Philosophical Society,1823,Member
James F. Cooper,American Philosophical Society,1823,Member
William Darlington,American Philosophical Society,1823,Member
Gaspard Deabbate,American Philosophical Society,1823,Member
Jean M. Duponceau,American Philosophical Society,1823,Member
Samuel Jackson,American Philosophical Society,1823,Member
Jason O'B Lawrence,American Philosophical Society,1823,Member
Sir William Lawrence,American Philosophical Society,1823,Member
Stephen H. Long,American Philosophical Society,1823,Member
Paul de Lovenorn,American Philosophical Society,1823,Member
William J. Macneven,American Philosophical Society,1823,Member
Baron Charles E Coquebert de Mountbret,American Philosophical Society,1823,Member
John Plitt,American Philosophical Society,1823,Member
Heinrich C. Schumacher,American Philosophical Society,1823,Member
Count de Joseph B. Survilliers,American Philosophical Society,1823,Member
Nathaniel A. Ware,American Philosophical Society,1823,Member
Charles Lucien Bonaparte,American Philosophical Society,1824,Member
Heinrich J. Klaproth,American Philosophical Society,1824,Member
Ivan Krusenstern,American Philosophical Society,1824,Member
Severin Lorich,American Philosophical Society,1824,Member
Joseph B. McKean,American Philosophical Society,1824,Member
Alexander Pearson,American Philosophical Society,1824,Member
Henry Seybert,American Philosophical Society,1824,Member
Moses Stuart,American Philosophical Society,1824,Member
Conrad J. Temminck,American Philosophical Society,1824,Member
Charles N. Bancker,American Philosophical Society,1825,Member
John J. Bigsby,American Philosophical Society,1825,Member
Thomas Cadwalader,American Philosophical Society,1825,Member
Comte de Andre F. Miot,American Philosophical Society,1825,Member
Pierre J.M. Flourens,American Philosophical Society,1825,Member
John D. Godman,American Philosophical Society,1825,Member
Joseph R. Ingersoll,American Philosophical Society,1825,Member
John K. Kane,American Philosophical Society,1825,Member
Count John Laval,American Philosophical Society,1825,Member
Jos_ da Silva Lisboa,American Philosophical Society,1825,Member
Edward Livingston,American Philosophical Society,1825,Member
Comte Francois P. Real,American Philosophical Society,1825,Member
Count Nicholas Rumiantzov,American Philosophical Society,1825,Member
Philip Tidyman,American Philosophical Society,1825,Member
Lewis Cass,American Philosophical Society,1826,Member
Samuel Humphreys,American Philosophical Society,1826,Member
"Jakob, Grefve Graberg af Hemso",American Philosophical Society,1826,Member
Pablo de la Llave,American Philosophical Society,1826,Member
William McIlvaine,American Philosophical Society,1826,Member
Charles D. Meigs,American Philosophical Society,1826,Member
William Schaler,American Philosophical Society,1826,Member
William Shaler,American Philosophical Society,1826,Member
Henri C.G. de Struve,American Philosophical Society,1826,Member
John L. Tiarks,American Philosophical Society,1826,Member
James Brown,American Philosophical Society,1827,Member
Marcus Bull,American Philosophical Society,1827,Member
John W. Dalman,American Philosophical Society,1827,Member
George Emlen,American Philosophical Society,1827,Member
Joachim P.C. Giraldez,American Philosophical Society,1827,Member
John K. Mitchell,American Philosophical Society,1827,Member
Joel R. Poinsett,American Philosophical Society,1827,Member
Rene La Roche,American Philosophical Society,1827,Member
James Rush,American Philosophical Society,1827,Member
Charles Tait,American Philosophical Society,1827,Member
Honore Torombert,American Philosophical Society,1827,Member
Noah Webster,American Philosophical Society,1827,Member
John P. Wetherill,American Philosophical Society,1827,Member
Giovanni M. Zecchinelli,American Philosophical Society,1827,Member
Samuel Betton,American Philosophical Society,1828,Member
Jose M. Bustamante,American Philosophical Society,1828,Member
Jose M. Dantas,American Philosophical Society,1828,Member
Robert E. Griffith,American Philosophical Society,1828,Member
Thomas Harris,American Philosophical Society,1828,Member
Henry J. Anderson,American Philosophical Society,1828,Member
Isaac Lea,American Philosophical Society,1828,Member
Samuel George Morton,American Philosophical Society,1828,Member
Charles Pickering,American Philosophical Society,1828,Member
James Renwick,American Philosophical Society,1828,Member
Jose M. Salazar,American Philosophical Society,1828,Member
George Ticknor,American Philosophical Society,1828,Member
Joseph N.B.V. Abrahamson,American Philosophical Society,1829,Member
Alexander Dallas Bache,American Philosophical Society,1829,Member
Thomas Biddle,American Philosophical Society,1829,Member
Thomas Horsfield,American Philosophical Society,1829,Member
Washington Irving,American Philosophical Society,1829,Member
Edme F. Jomard,American Philosophical Society,1829,Member
James Kent,American Philosophical Society,1829,Member
William H. De Lancey,American Philosophical Society,1829,Member
Baron Jean G. Hyde de Neuville,American Philosophical Society,1829,Member
Philip H. Nicklin,American Philosophical Society,1829,Member
Hans C. Oersted,American Philosophical Society,1829,Member
Charles Pougens,American Philosophical Society,1829,Member
Francisco de Paula Quadrada,American Philosophical Society,1829,Member
Josiah Quincy,American Philosophical Society,1829,Member
Carls C. Rafn,American Philosophical Society,1829,Member
Rasmus C. Rask,American Philosophical Society,1829,Member
Joseph Roberts,American Philosophical Society,1829,Member
Daniel B. Smith,American Philosophical Society,1829,Member
Henry S. Tanner,American Philosophical Society,1829,Member
Henry Wheaton,American Philosophical Society,1829,Member
George B. Wood,American Philosophical Society,1829,Member
Isaac Hays,American Philosophical Society,1830,Member
William B. Hodgson,American Philosophical Society,1830,Member
Marc A. Jullien,American Philosophical Society,1830,Member
John Marshall,American Philosophical Society,1830,Member
Lorenzo Martini,American Philosophical Society,1830,Member
Thomas McEuen,American Philosophical Society,1830,Member
Friederich Munter,American Philosophical Society,1830,Member
Jean P.A. Remusat,American Philosophical Society,1830,Member
Andres del Rio,American Philosophical Society,1830,Member
Duke Karl Bernhard Saxe-Weimar,American Philosophical Society,1830,Member
Jonathan Sewell,American Philosophical Society,1830,Member
William Vaughan,American Philosophical Society,1830,Member
Jules de Wallenstein,American Philosophical Society,1830,Member
Thomas I. Wharton,American Philosophical Society,1830,Member
William Yarrel,American Philosophical Society,1830,Member
John J. Audubon,American Philosophical Society,1831,Member
Hartman Bache,American Philosophical Society,1831,Member
Conte Prospero Balbo,American Philosophical Society,1831,Member
Giacinto Carena,American Philosophical Society,1831,Member
Alexander Hill Everett,American Philosophical Society,1831,Member
Edward Everett,American Philosophical Society,1831,Member
Francisco A. Gonzoles,American Philosophical Society,1831,Member
Thomas P. Jones,American Philosophical Society,1831,Member
Baron Dominique J. Larrey,American Philosophical Society,1831,Member
Louis-Philippe d'Orlians,American Philosophical Society,1831,Member
Louis McLane,American Philosophical Society,1831,Member
Martin F. Navarette,American Philosophical Society,1831,Member
William C. Rives,American Philosophical Society,1831,Member
Henry Vethake,American Philosophical Society,1831,Member
J.J. Abert,American Philosophical Society,1832,Member
Frederick Augustus,American Philosophical Society,1832,Member
John Bell,American Philosophical Society,1832,Member
Steen Bille,American Philosophical Society,1832,Member
Ebbe S. Bring,American Philosophical Society,1832,Member
Julius T. Ducatel,American Philosophical Society,1832,Member
Robley Dunglinson,American Philosophical Society,1832,Member
Henry D. Gilpin,American Philosophical Society,1832,Member
Hugh L. Hodge,American Philosophical Society,1832,Member
John P. Hopkinson,American Philosophical Society,1832,Member
Theodor Q. Lorin,American Philosophical Society,1832,Member
Juan J. Martinez,American Philosophical Society,1832,Member
Thomas Sergeant,American Philosophical Society,1832,Member
Matthias W. Baldwin,American Philosophical Society,1833,Member
Ilya Bujalsky,American Philosophical Society,1833,Member
Marmaduke Burrough,American Philosophical Society,1833,Member
Henry C. Carey,American Philosophical Society,1833,Member
Gouverneur Emerson,American Philosophical Society,1833,Member
Joshua Francis Fisher,American Philosophical Society,1833,Member
Edwin James,American Philosophical Society,1833,Member
Jean Labouderie,American Philosophical Society,1833,Member
Samuel V. Merrick,American Philosophical Society,1833,Member
Charles Nagy,American Philosophical Society,1833,Member
Franklin Peale,American Philosophical Society,1833,Member
Titan R. Peale,American Philosophical Society,1833,Member
Jacob Randolph,American Philosophical Society,1833,Member
Moncure Robinson,American Philosophical Society,1833,Member
Visconde Manuel F. de Barros e Sousa Santarem,American Philosophical Society,1833,Member
Henry R. Schoolcraft,American Philosophical Society,1833,Member
Henry J. Williams,American Philosophical Society,1833,Member
Charles A. Agardh,American Philosophical Society,1835,Member
John Brockenbrough,American Philosophical Society,1835,Member
D. Francis Condie,American Philosophical Society,1835,Member
Edward H. Courtenay,American Philosophical Society,1835,Member
William Drayton,American Philosophical Society,1835,Member
James P. Espy,American Philosophical Society,1835,Member
Joseph Henry,American Philosophical Society,1835,Member
Henry D. Rogers,American Philosophical Society,1835,Member
William B. Rogers,American Philosophical Society,1835,Member
Charles W. Short,American Philosophical Society,1835,Member
Thomas Sully,American Philosophical Society,1835,Member
John Torrey,American Philosophical Society,1835,Member
John Wickham,American Philosophical Society,1835,Member
Nicholas Carlisle,American Philosophical Society,1836,Member
Nathan Dunn,American Philosophical Society,1836,Member
Mariano Galvez,American Philosophical Society,1836,Member
John Griscom,American Philosophical Society,1836,Member
Karl C. von Leonhard,American Philosophical Society,1836,Member
J.J. Da Costa Macedo,American Philosophical Society,1836,Member
Domenico C. Morelli,American Philosophical Society,1836,Member
Manuel Naxera,American Philosophical Society,1836,Member
Granville Penn,American Philosophical Society,1836,Member
Caspar G.C. Reomwardt,American Philosophical Society,1836,Member
Jean B.G. Roux de Rochelle,American Philosophical Society,1836,Member
Joseph G. Totten,American Philosophical Society,1836,Member
Edward Turner,American Philosophical Society,1836,Member
Job R. Tyson,American Philosophical Society,1836,Member
George Campbell,American Philosophical Society,1837,Member
John G. Crosse,American Philosophical Society,1837,Member
Thomas Dunlap,American Philosophical Society,1837,Member
William Jenks,American Philosophical Society,1837,Member
Charles R. Leslie,American Philosophical Society,1837,Member
William M. Meredith,American Philosophical Society,1837,Member
Joseph Saxton,American Philosophical Society,1837,Member
James B. Prichard,American Philosophical Society,1837,Member
Jared Sparks,American Philosophical Society,1837,Member
George Tucker,American Philosophical Society,1837,Member
Sears C. Walker,American Philosophical Society,1837,Member
Daniel Webster,American Philosophical Society,1837,Member
Thomas L. Winthrop,American Philosophical Society,1837,Member
Henry Baldwin,American Philosophical Society,1838,Member
Samuel Breck,American Philosophical Society,1838,Member
Charles G.B. Daubeny,American Philosophical Society,1838,Member
John P. Emmet,American Philosophical Society,1838,Member
Thomas W. Griffith,American Philosophical Society,1838,Member
William Harris,American Philosophical Society,1838,Member
Hugh S. Legare,American Philosophical Society,1838,Member
William Norris,American Philosophical Society,1838,Member
Robert T. Paine,American Philosophical Society,1838,Member
William H. Prescott,American Philosophical Society,1838,Member
Henry Reed,American Philosophical Society,1838,Member
William Sullivan,American Philosophical Society,1838,Member
Andrew Talcott,American Philosophical Society,1838,Member
Sylvanus Thayer,American Philosophical Society,1838,Member
Francis Wayland,American Philosophical Society,1838,Member
Stephen Alexander,American Philosophical Society,1839,Member
T. Romeyn Beck,American Philosophical Society,1839,Member
George W. Bethune,American Philosophical Society,1839,Member
James C. Booth,American Philosophical Society,1839,Member
Edward Coles,American Philosophical Society,1839,Member
John C. Cresson,American Philosophical Society,1839,Member
Johann R. Encke,American Philosophical Society,1839,Member
George P. Gooch,American Philosophical Society,1839,Member
Karl Gutzlaff,American Philosophical Society,1839,Member
John E. Holbrook,American Philosophical Society,1839,Member
George M. Justice,American Philosophical Society,1839,Member
Humphrey Lloyd,American Philosophical Society,1839,Member
Elias loomis,American Philosophical Society,1839,Member
Lohn Ludlow,American Philosophical Society,1839,Member
James K. Paulding,American Philosophical Society,1839,Member
John Penington,American Philosophical Society,1839,Member
James Prinsep,American Philosophical Society,1839,Member
Lambert A.J. Quetelet,American Philosophical Society,1839,Member
Benjamin W. Richards,American Philosophical Society,1839,Member
Karl L.C. Rumker,American Philosophical Society,1839,Member
Samuel L. Southard,American Philosophical Society,1839,Member
Richard C. Taylor,American Philosophical Society,1839,Member
Eugene A Vail,American Philosophical Society,1839,Member
Thomas U. Walter,American Philosophical Society,1839,Member
John Washington,American Philosophical Society,1839,Member
Pedro de Angelis,American Philosophical Society,1840,Member
W.H.C. Bartlett,American Philosophical Society,1840,Member
Francis Beaufort,American Philosophical Society,1840,Member
Friedrich W. Bessel,American Philosophical Society,1840,Member
Charles Bonnycastle,American Philosophical Society,1840,Member
Martin H. Boye,American Philosophical Society,1840,Member
George M. Dallas,American Philosophical Society,1840,Member
C.R. Demme,American Philosophical Society,1840,Member
Judah Dobson,American Philosophical Society,1840,Member
Jean B.B. Eyries,American Philosophical Society,1840,Member
Michael Faraday,American Philosophical Society,1840,Member
William R. Fisher,American Philosophical Society,1840,Member
John Forbes,American Philosophical Society,1840,Member
Robert W. Fox,American Philosophical Society,1840,Member
William H. Furness,American Philosophical Society,1840,Member
Paul Beck Goddard,American Philosophical Society,1840,Member
James Duncan Graham,American Philosophical Society,1840,Member
Francois P.G. Guizot,American Philosophical Society,1840,Member
Samuel D. Ingham,American Philosophical Society,1840,Member
Hartman Kuhn,American Philosophical Society,1840,Member
Francisco Martinez,American Philosophical Society,1840,Member
Phillip Milledoler,American Philosophical Society,1840,Member
John Sanderson,American Philosophical Society,1840,Member
George W. Smith,American Philosophical Society,1840,Member
Isaac Wayne,American Philosophical Society,1840,Member
George M. Wharton,American Philosophical Society,1840,Member
George Bancroft,American Philosophical Society,1841,Member
Adolph C.P. Callisen,American Philosophical Society,1841,Member
Augustin P. de Candolle,American Philosophical Society,1841,Member
Robert Christison,American Philosophical Society,1841,Member
Benjamin Dorr,American Philosophical Society,1841,Member
Edward Hitchcock,American Philosophical Society,1841,Member
David Irvin,American Philosophical Society,1841,Member
Issac R. Jackson,American Philosophical Society,1841,Member
Roswell Park,American Philosophical Society,1841,Member
William Peter,American Philosophical Society,1841,Member
Bernardo Quaranta,American Philosophical Society,1841,Member
William Rawle,American Philosophical Society,1841,Member
Edward Sabine,American Philosophical Society,1841,Member
John L. Stephens,American Philosophical Society,1841,Member
Tobias Wagner,American Philosophical Society,1841,Member
Simeon Borden,American Philosophical Society,1841,Member
Edward W. Brayley,American Philosophical Society,1841,Member
Stephan Endlicher,American Philosophical Society,1841,Member
Frederick Fraley,American Philosophical Society,1841,Member
John F. Frazer,American Philosophical Society,1841,Member
J.I. Clark Hare,American Philosophical Society,1841,Member
E. Otis Kendall,American Philosophical Society,1841,Member
Baron di Jean C.F. Ladoucette,American Philosophical Society,1841,Member
