Name,Organization,Status
Pierre Simon Laplace,American Academy of Arts and Sciences,Member
Bernhard August Lindenau,American Academy of Arts and Sciences,Member
Barthold Georg Niebuhr,American Academy of Arts and Sciences,Member
Heinrich Wilhelm Olbers,American Academy of Arts and Sciences,Member
Simeon Denis Poisson,American Academy of Arts and Sciences,Member
John Pond,American Academy of Arts and Sciences,Member
William Hyde Wollaston,American Academy of Arts and Sciences,Member
Thomas Young,American Academy of Arts and Sciences,Member
William Allen,American Academy of Arts and Sciences,Member
John Brazer,American Academy of Arts and Sciences,Member
Edward Tyrell Channing,American Academy of Arts and Sciences,Member
Caleb Cushing,American Academy of Arts and Sciences,Member
Henry Alexander Scammell Dearborn,American Academy of Arts and Sciences,Member
Enoch Hale,American Academy of Arts and Sciences,Member
William Jackson Hooker,American Academy of Arts and Sciences,Member
Samuel Howe,American Academy of Arts and Sciences,Member
Samuel Farmar Jarvis,American Academy of Arts and Sciences,Member
Thomas Nutall,American Academy of Arts and Sciences,Member
Samuel Parkes,American Academy of Arts and Sciences,Member
Willard Phillips,American Academy of Arts and Sciences,Member
Lemuel Shaw,American Academy of Arts and Sciences,Member
Daniel Stansbury,American Academy of Arts and Sciences,Member
Daniel Treadwell,American Academy of Arts and Sciences,Member
John Ware,American Academy of Arts and Sciences,Member
John White Webster,American Academy of Arts and Sciences,Member
Joseph Emerson Worcester,American Academy of Arts and Sciences,Member
James Trecothick Austin,American Academy of Arts and Sciences,Member
George Blake,American Academy of Arts and Sciences,Member
Alexander Hill Everett,American Academy of Arts and Sciences,Member
Robert Hare,American Academy of Arts and Sciences,Member
Samuel Hoar,American Academy of Arts and Sciences,Member
Levi Lincoln,American Academy of Arts and Sciences,Member
Samuel Putnam,American Academy of Arts and Sciences,Member
Leverett Saltonstall,American Academy of Arts and Sciences,Member
James Savage,American Academy of Arts and Sciences,Member
Adam Seybert,American Academy of Arts and Sciences,Member
James Bowdoin,American Academy of Arts and Sciences,Member
Henry James Brooke,American Academy of Arts and Sciences,Member
William Buckland,American Academy of Arts and Sciences,Member
Johann Gottfried Eichhorn,American Academy of Arts and Sciences,Member
John Murray Forbes,American Academy of Arts and Sciences,Member
James Luce Kingsley,American Academy of Arts and Sciences,Member
Manuel Moreno,American Academy of Arts and Sciences,Member
Octavius Pickering,American Academy of Arts and Sciences,Member
Joel Roberts Poinsett,American Academy of Arts and Sciences,Member
Jared Sparks,American Academy of Arts and Sciences,Member
Samuel Sumner Wilde,American Academy of Arts and Sciences,Member
Washington Allston,American Academy of Arts and Sciences,Member
Charles Davies,American Academy of Arts and Sciences,Member
Warren Colburn,American Academy of Arts and Sciences,Member
George Barrell Emerson,American Academy of Arts and Sciences,Member
Charles Folsom,American Academy of Arts and Sciences,Member
Thaddeus William Harris,American Academy of Arts and Sciences,Member
Solomon Pearson Miles,American Academy of Arts and Sciences,Member
Johann Georg Heinrich Hassel,American Academy of Arts and Sciences,Member
Julius von Wallenstein,American Academy of Arts and Sciences,Member
Abel Lawrence Peirson,American Academy of Arts and Sciences,Member
John James Audubon,American Academy of Arts and Sciences,Member
Gamaliel Bradford,American Academy of Arts and Sciences,Member
Francis Lieber,American Academy of Arts and Sciences,Member
Robert Treat Paine,American Academy of Arts and Sciences,Member
Francis Wayland,American Academy of Arts and Sciences,Member
Henry James Anderson,American Academy of Arts and Sciences,Member
Alonzo Potter,American Academy of Arts and Sciences,Member
James Renwick,American Academy of Arts and Sciences,Member
William Sweetser,American Academy of Arts and Sciences,Member
George Biddell Airy,American Academy of Arts and Sciences,Member
Dominique Francois Jean Arago,American Academy of Arts and Sciences,Member
Charles Babbage,American Academy of Arts and Sciences,Member
Francis Baily,American Academy of Arts and Sciences,Member
Peter Barlow,American Academy of Arts and Sciences,Member
Friedrich Wilhelm Bessel,American Academy of Arts and Sciences,Member
Charles Lucien Bonaparte,American Academy of Arts and Sciences,Member
William Cranch Bond,American Academy of Arts and Sciences,Member
Augustin Louis Cauchy,American Academy of Arts and Sciences,Member
Marie-Charles-Theodore de Damoiseau de Montfort,American Academy of Arts and Sciences,Member
Michael Faraday,American Academy of Arts and Sciences,Member
Joseph Louis Gay-Lussac,American Academy of Arts and Sciences,Member
Davies Gilbert,American Academy of Arts and Sciences,Member
William Rowan Hamilton,American Academy of Arts and Sciences,Member
John Frederick Herschel,American Academy of Arts and Sciences,Member
Everard Home,American Academy of Arts and Sciences,Member
Henry Kater,American Academy of Arts and Sciences,Member
Adrien Marie Legendre,American Academy of Arts and Sciences,Member
John William Lubbock,American Academy of Arts and Sciences,Member
Eugenius Nulty,American Academy of Arts and Sciences,Member
Giovanni Antonio Plana,American Academy of Arts and Sciences,Member
Theodore Strong,American Academy of Arts and Sciences,Member
Francis Alger,American Academy of Arts and Sciences,Member
Joshua Bates,American Academy of Arts and Sciences,Member
Jonathan Ingersoll Bowditch,American Academy of Arts and Sciences,Member
Eduard Albert Collins,American Academy of Arts and Sciences,Member
John Dalton,American Academy of Arts and Sciences,Member
Samuel Luther Dana,American Academy of Arts and Sciences,Member
James Hayward,American Academy of Arts and Sciences,Member
Edward Hitchcock,American Academy of Arts and Sciences,Member
Thomas P. Jones,American Academy of Arts and Sciences,Member
Mikhail Vasilievich Ostrogradsky,American Academy of Arts and Sciences,Member
Francis Palgrave,American Academy of Arts and Sciences,Member
Robert Maskell Patterson,American Academy of Arts and Sciences,Member
Benjamin Peirce,American Academy of Arts and Sciences,Member
Heinrich Christian Schumacher,American Academy of Arts and Sciences,Member
Friedrich Georg Wilhem Struve,American Academy of Arts and Sciences,Member
Sylvanus Thayer,American Academy of Arts and Sciences,Member
Edward Wigglesworth,American Academy of Arts and Sciences,Member
Marc Isambard Brunel,American Academy of Arts and Sciences,Member
Jaspar Adams,American Academy of Arts and Sciences,Member
Francis Boot,American Academy of Arts and Sciences,Member
Thomas Sherwin,American Academy of Arts and Sciences,Member
Niccolo Cacciatore,American Academy of Arts and Sciences,Member
Charles Thomas Jackson,American Academy of Arts and Sciences,Member
Lambert Adolphe Quetelet,American Academy of Arts and Sciences,Member
David Humphreys Storer,American Academy of Arts and Sciences,Member
Joseph Hale Abbot,American Academy of Arts and Sciences,Member
Charles Avery,American Academy of Arts and Sciences,Member
Marcus Catlin,American Academy of Arts and Sciences,Member
Martin Gay,American Academy of Arts and Sciences,Member
Charles Gill,American Academy of Arts and Sciences,Member
Francis William Pitt Greenwood,American Academy of Arts and Sciences,Member
Augustus Allen Hayes,American Academy of Arts and Sciences,Member
Oliver Wendell Holmes,American Academy of Arts and Sciences,Member
John Barnard Swett Jackson,American Academy of Arts and Sciences,Member
Joseph Roby,American Academy of Arts and Sciences,Member
Domenico Lo Faso Serradifalco,American Academy of Arts and Sciences,Member
Joseph Lovering,American Academy of Arts and Sciences,Member
Joaquim Jose da Costa de Macedo,American Academy of Arts and Sciences,Member
Edward Reynolds,American Academy of Arts and Sciences,Member
Nicholas Tillinghast,American Academy of Arts and Sciences,Member
Uriah Atherton Boyden,American Academy of Arts and Sciences,Member
Charles Cramer,American Academy of Arts and Sciences,Member
Joseph Henry,American Academy of Arts and Sciences,Member
Charles Morris,American Academy of Arts and Sciences,Member
Roderick Impey Murchison,American Academy of Arts and Sciences,Member
Daniel Oliver,American Academy of Arts and Sciences,Member
William Hickling Prescott,American Academy of Arts and Sciences,Member
Charles Storer Storrow,American Academy of Arts and Sciences,Member
William Vaughan,American Academy of Arts and Sciences,Member
Charles Wilkes,American Academy of Arts and Sciences,Member
James Fowle Baldwin,American Academy of Arts and Sciences,Member
George Bomford,American Academy of Arts and Sciences,Member
Edward Henry Courtenay,American Academy of Arts and Sciences,Member
Richard Delafield,American Academy of Arts and Sciences,Member
Jean Baptist Benoit Eyries,American Academy of Arts and Sciences,Member
Augustus Addison Gould,American Academy of Arts and Sciences,Member
Asa Gray,American Academy of Arts and Sciences,Member
Albert Hopkins,American Academy of Arts and Sciences,Member
Mark Hopkins,American Academy of Arts and Sciences,Member
John Amory Lowell,American Academy of Arts and Sciences,Member
Charles Lyell,American Academy of Arts and Sciences,Member
William Oakes,American Academy of Arts and Sciences,Member
James Englebert Teschemacher,American Academy of Arts and Sciences,Member
John Torrey,American Academy of Arts and Sciences,Member
Joseph Gilbert Totten,American Academy of Arts and Sciences,Member
Nathan Appleton,American Academy of Arts and Sciences,Member
Amos Binney,American Academy of Arts and Sciences,Member
Simeon Borden,American Academy of Arts and Sciences,Member
Francis Bowen,American Academy of Arts and Sciences,Member
Gino Alessandro Capponi,American Academy of Arts and Sciences,Member
Charles Henry Davis,American Academy of Arts and Sciences,Member
Pascual de Gayangos,American Academy of Arts and Sciences,Member
Heman Humphrey,American Academy of Arts and Sciences,Member
Francis Cabot Lowell,American Academy of Arts and Sciences,Member
William Mitchell,American Academy of Arts and Sciences,Member
Charles Grafton Page,American Academy of Arts and Sciences,Member
John Lewis Russell,American Academy of Arts and Sciences,Member
Sears Cook Walker,American Academy of Arts and Sciences,Member
John Harrison Blake,American Academy of Arts and Sciences,Member
Angel Calderon de la Barca,American Academy of Arts and Sciences,Member
Thomas Cole,American Academy of Arts and Sciences,Member
Horation Greenough,American Academy of Arts and Sciences,Member
Justus Freiherr von Liebig,American Academy of Arts and Sciences,Member
Francis Peabody,American Academy of Arts and Sciences,Member
Jeffries Wyman,American Academy of Arts and Sciences,Member
Morrill Wyman,American Academy of Arts and Sciences,Member
Samuel Cabot,American Academy of Arts and Sciences,Member
Cornelius Conway Felton,American Academy of Arts and Sciences,Member
James Biceno Francis,American Academy of Arts and Sciences,Member
Henry Wadsworth Longfello,American Academy of Arts and Sciences,Member
George Rapall Noyes,American Academy of Arts and Sciences,Member
William Fitzwilliam Owen,American Academy of Arts and Sciences,Member
Alpheun Spring Packard,American Academy of Arts and Sciences,Member
Henry Coit Perkins,American Academy of Arts and Sciences,Member
Adam Sedgwick,American Academy of Arts and Sciences,Member
William Smyth,American Academy of Arts and Sciences,Member
John James Abert,American Academy of Arts and Sciences,Member
Alexander Dallas Bache,American Academy of Arts and Sciences,Member
John Bachman,American Academy of Arts and Sciences,Member
Jacob Whitman Bailey,American Academy of Arts and Sciences,Member
Elisha Bartlett,American Academy of Arts and Sciences,Member
William Holmes Chambers Bartlett,American Academy of Arts and Sciences,Member
Charles Beck,American Academy of Arts and Sciences,Member
James Dwight Dana,American Academy of Arts and Sciences,Member
Stephen Ladislaus Endlicher,American Academy of Arts and Sciences,Member
James Duncan Graham,American Academy of Arts and Sciences,Member
John Edwards Holbrook,American Academy of Arts and Sciences,Member
Elias Loomis,American Academy of Arts and Sciences,Member
Horace Mann,American Academy of Arts and Sciences,Member
Karl Friedrich Phillip von Martius,American Academy of Arts and Sciences,Member
Samuel George Morton,American Academy of Arts and Sciences,Member
Theophilus Parsons,American Academy of Arts and Sciences,Member
Charles Pickering,American Academy of Arts and Sciences,Member
William C. Redfield,American Academy of Arts and Sciences,Member
Henry Darwin Rogers,American Academy of Arts and Sciences,Member
William Barton Rogers,American Academy of Arts and Sciences,Member
William Starling Sullivant,American Academy of Arts and Sciences,Member
George Talcott,American Academy of Arts and Sciences,Member
John Hapgood Temple,American Academy of Arts and Sciences,Member
Edward Tuckerman,American Academy of Arts and Sciences,Member
Henry Wheatland,American Academy of Arts and Sciences,Member
Theodore Dwight Woolsey,American Academy of Arts and Sciences,Member
Louis Agassiz,American Academy of Arts and Sciences,Member
Stephen Pearl Andrews,American Academy of Arts and Sciences,Member
Henry Jacob Bigelow,American Academy of Arts and Sciences,Member
Spencer Compton,American Academy of Arts and Sciences,Member
Joseph Decaisne,American Academy of Arts and Sciences,Member
George Englemann,American Academy of Arts and Sciences,Member
John Couch Adams,American Academy of Arts and Sciences,Member
John Bacon,American Academy of Arts and Sciences,Member
George Phillips Bond,American Academy of Arts and Sciences,Member
Alphonse Louise Pierre de Candolle,American Academy of Arts and Sciences,Member
Samuel Atkins Eliot,American Academy of Arts and Sciences,Member
Benjamin Apthorp Gould Jr.,American Academy of Arts and Sciences,Member
Horace Gray,American Academy of Arts and Sciences,Member
Eben Norton Horsford,American Academy of Arts and Sciences,Member
Charles Coffin Jewett,American Academy of Arts and Sciences,Member
Abbott Lawrence,American Academy of Arts and Sciences,Member
John Clarke Lee,American Academy of Arts and Sciences,Member
Urbain Jean Joseph Le Verrier,American Academy of Arts and Sciences,Member
Charles Greely Loring,American Academy of Arts and Sciences,Member
Ormsby McKnight Mitchel,American Academy of Arts and Sciences,Member
George Putnam,American Academy of Arts and Sciences,Member
Edward Robinson,American Academy of Arts and Sciences,Member
William Henry Smyth,American Academy of Arts and Sciences,Member
William Henry Swift,American Academy of Arts and Sciences,Member
William Whewell,American Academy of Arts and Sciences,Member
Spencer Fullerton Baird,American Academy of Arts and Sciences,Member
Henry Ingersoll Bowditch,American Academy of Arts and Sciences,Member
Edward Clarke Cabot,American Academy of Arts and Sciences,Member
Edouard Desor,American Academy of Arts and Sciences,Member
Epes Sargent,American Academy of Arts and Sciences,Member
James Hall,American Academy of Arts and Sciences,Member
Charles Jackson Jr.,American Academy of Arts and Sciences,Member
John Lawrence LeConte,American Academy of Arts and Sciences,Member
Joseph Leidy,American Academy of Arts and Sciences,Member
Maria Mitchell,American Academy of Arts and Sciences,Member
Edward Elbridge Salisbury,American Academy of Arts and Sciences,Member
Jonathan Mason Warren,American Academy of Arts and Sciences,Member
Charles Baker Adams,American Academy of Arts and Sciences,Member
Gabriel Andral,American Academy of Arts and Sciences,Member
Karl Ernst von Baer,American Academy of Arts and Sciences,Member
Theodor Ludwig Wilhelm Bischoff,American Academy of Arts and Sciences,Member
Robert Brown,American Academy of Arts and Sciences,Member
Christian von Buch,American Academy of Arts and Sciences,Member
William Francis Channing,American Academy of Arts and Sciences,Member
Henry Thomas De la Beche,American Academy of Arts and Sciences,Member
Jean Baptist Andre Dumas,American Academy of Arts and Sciences,Member
Christian Gottfried Ehrenberg,American Academy of Arts and Sciences,Member
William Helmsley Emory,American Academy of Arts and Sciences,Member
Jean Baptiste Elie de Beaumont,American Academy of Arts and Sciences,Member
Johann Franz Encke,American Academy of Arts and Sciences,Member
Benoit Fourneyron,American Academy of Arts and Sciences,Member
Elias Magnus Fries,American Academy of Arts and Sciences,Member
Oliver Wolcott Gibbs,American Academy of Arts and Sciences,Member
Arnold Henry Guyot,American Academy of Arts and Sciences,Member
Peter Andreas Hansen,American Academy of Arts and Sciences,Member
Pierre Charles Alexandre Louis,American Academy of Arts and Sciences,Member
Macedonio Melloni,American Academy of Arts and Sciences,Member
Henri Milne-Edwards,American Academy of Arts and Sciences,Member
Hans Christian Orsted,American Academy of Arts and Sciences,Member
arl Ritter,American Academy of Arts and Sciences,Member
Heinrich Rose,American Academy of Arts and Sciences,Member
Theodor Ambrose Hubert Schwann,American Academy of Arts and Sciences,Member
Charles Upham Shepard,American Academy of Arts and Sciences,Member
Robert Stephenson,American Academy of Arts and Sciences,Member
Robert Chalres Winthrop,American Academy of Arts and Sciences,Member
J. J. Abert,Academy of Natural Sciences,Member
N. S. Allison,Academy of Natural Sciences,Member
John Barnes,Academy of Natural Sciences,Member
Edward Barton,Academy of Natural Sciences,Member
Charles N. Bancker,Academy of Natural Sciences,Member
Alexander Dallas Bache,Academy of Natural Sciences,Member
James N. Barker,Academy of Natural Sciences,Member
Charles Frederick Beck,Academy of Natural Sciences,Member
Thomas Forest Betton,Academy of Natural Sciences,Member
Baron de Behr,Academy of Natural Sciences,Member
Nicholas Biddle,Academy of Natural Sciences,Member
Edward C. Biddle,Academy of Natural Sciences,Member
William Y. Birch,Academy of Natural Sciences,Member
William N. Bispham,Academy of Natural Sciences,Member
William Blanding,Academy of Natural Sciences,Member
Charles Lucian Bonaparte,Academy of Natural Sciences,Member
George T. Bowen,Academy of Natural Sciences,Member
Conrad R. Boyer,Academy of Natural Sciences,Member
Thomas Latimer Bowie,Academy of Natural Sciences,Member
Moses Brown,Academy of Natural Sciences,Member
Henry Bond,Academy of Natural Sciences,Member
John M. Brewer,Academy of Natural Sciences,Member
James Bryan,Academy of Natural Sciences,Member
Robert Bridges,Academy of Natural Sciences,Member
M. Burrough,Academy of Natural Sciences,Member
Caleb Carmalt,Academy of Natural Sciences,Member
George W. Carpenter,Academy of Natural Sciences,Member
Joseph Carson,Academy of Natural Sciences,Member
A. D. Chaloner,Academy of Natural Sciences,Member
Heber Chase,Academy of Natural Sciences,Member
Edward Clark,Academy of Natural Sciences,Member
J. Y. Clark,Academy of Natural Sciences,Member
Cleaver,Academy of Natural Sciences,Member
Benjamin H. Coates,Academy of Natural Sciences,Member
Reynell Coates,Academy of Natural Sciences,Member
Solomon W. Conrad,Academy of Natural Sciences,Member
Timothy Abbot Conrad,Academy of Natural Sciences,Member
Joseph Correa de Serra,Academy of Natural Sciences,Member
Zaccheus Collins,Academy of Natural Sciences,Member
Rudolph Deitz,Academy of Natural Sciences,Member
Judah Dobson,Academy of Natural Sciences,Member
Edmund Draper,Academy of Natural Sciences,Member
J. H. Dulles,Academy of Natural Sciences,Member
Nathan Dunn,Academy of Natural Sciences,Member
John Eberle,Academy of Natural Sciences,Member
Frederick S. Eckard,Academy of Natural Sciences,Member
Levi Ellmaker,Academy of Natural Sciences,Member
Alfred Langdon Elwyn,Academy of Natural Sciences,Member
Joseph Fisher,Academy of Natural Sciences,Member
Thomas Fisher,Academy of Natural Sciences,Member
J. K. Finley,Academy of Natural Sciences,Member
Thomas Fletcher,Academy of Natural Sciences,Member
William Augustus Foster,Academy of Natural Sciences,Member
Hudson S. Foster,Academy of Natural Sciences,Member
George Fox,Academy of Natural Sciences,Member
Robert Frazer,Academy of Natural Sciences,Member
John F. Frazer,Academy of Natural Sciences,Member
W. W. Gerhard,Academy of Natural Sciences,Member
Jacob Gilliams,Academy of Natural Sciences,Member
William P. Gibbons,Academy of Natural Sciences,Member
John D. Godman,Academy of Natural Sciences,Member
Paul Beck Goddard,Academy of Natural Sciences,Member
John L. Goddard,Academy of Natural Sciences,Member
Robert Eglesfield Griffith,Academy of Natural Sciences,Member
Samuel S. Griscom,Academy of Natural Sciences,Member
Samuel W. Gumbs,Academy of Natural Sciences,Member
Reuben Haines,Academy of Natural Sciences,Member
Robert Hare,Academy of Natural Sciences,Member
Clark Hare,Academy of Natural Sciences,Member
Richard Harlan,Academy of Natural Sciences,Member
Isaac Hays,Academy of Natural Sciences,Member
George Hagner,Academy of Natural Sciences,Member
Samuel Hazard,Academy of Natural Sciences,Member
Edward Harris,Academy of Natural Sciences,Member
Edward Hallowell,Academy of Natural Sciences,Member
William Hembel,Academy of Natural Sciences,Member
Charles Hedelius,Academy of Natural Sciences,Member
N. M. Hentz,Academy of Natural Sciences,Member
C. Hering,Academy of Natural Sciences,Member
M. Hersant,Academy of Natural Sciences,Member
S. C. C. Horsfield,Academy of Natural Sciences,Member
Charles Huffnagle,Academy of Natural Sciences,Member
Thomas C. James,Academy of Natural Sciences,Member
Samuel Jaudon,Academy of Natural Sciences,Member
Augustus E. Jessup,Academy of Natural Sciences,Member
Thomas P. Jones,Academy of Natural Sciences,Member
Walter R. Johnson,Academy of Natural Sciences,Member
William P. Johnson,Academy of Natural Sciences,Member
William H. Keating,Academy of Natural Sciences,Member
L. Allen Key,Academy of Natural Sciences,Member
William Kneass,Academy of Natural Sciences,Member
R. La Roche,Academy of Natural Sciences,Member
John Land,Academy of Natural Sciences,Member
Isaac Lea,Academy of Natural Sciences,Member
John Lea Jr.,Academy of Natural Sciences,Member
C. A. Lesueur,Academy of Natural Sciences,Member
Joshua Longstreth,Academy of Natural Sciences,Member
Isaiah Lukens,Academy of Natural Sciences,Member
Camilltis M. Mann,Academy of Natural Sciences,Member
George A. Madeira,Academy of Natural Sciences,Member
William Maclure,Academy of Natural Sciences,Member
Thomas McEuen,Academy of Natural Sciences,Member
Charles McEuen,Academy of Natural Sciences,Member
Henry McMurtrie,Academy of Natural Sciences,Member
James A. McCrea,Academy of Natural Sciences,Member
John K. Mitchill,Academy of Natural Sciences,Member
John Millington,Academy of Natural Sciences,Member
A. F. E. Mickle,Academy of Natural Sciences,Member
George Mifflin,Academy of Natural Sciences,Member
Samuel George Morton,Academy of Natural Sciences,Member
Caspar Morris,Academy of Natural Sciences,Member
Chevalier Morelli,Academy of Natural Sciences,Member
Thomas D. Mutter,Academy of Natural Sciences,Member
"William Norris, Jr.",Academy of Natural Sciences,Member
George W. Norris,Academy of Natural Sciences,Member
Thomas Nuttall,Academy of Natural Sciences,Member
George Ord,Academy of Natural Sciences,Member
N. S. Parmentier,Academy of Natural Sciences,Member
R. M. Patterson,Academy of Natural Sciences,Member
Titian R. Peale,Academy of Natural Sciences,Member
Rubens Peale,Academy of Natural Sciences,Member
Jacob Pierce,Academy of Natural Sciences,Member
Caspar Wistar Pennock,Academy of Natural Sciences,Member
Robert E. Peterson,Academy of Natural Sciences,Member
S. S. Penrose,Academy of Natural Sciences,Member
Robert Pearsall,Academy of Natural Sciences,Member
John S. Phillips,Academy of Natural Sciences,Member
Charles Pickering,Academy of Natural Sciences,Member
Charles A. Poulson,Academy of Natural Sciences,Member
R. Robinson Porter,Academy of Natural Sciences,Member
Jonas Preston,Academy of Natural Sciences,Member
Richard Randolph,Academy of Natural Sciences,Member
C. S. Rafinesque,Academy of Natural Sciences,Member
James Read,Academy of Natural Sciences,Member
M. M. Reeve,Academy of Natural Sciences,Member
Caleb Richardson,Academy of Natural Sciences,Member
Edward Florens Rivinus,Academy of Natural Sciences,Member
Joseph Rotch,Academy of Natural Sciences,Member
Thomas Rotch,Academy of Natural Sciences,Member
Henry D. Rogers,Academy of Natural Sciences,Member
A. S. Roberts,Academy of Natural Sciences,Member
Thomas Ryan,Academy of Natural Sciences,Member
Thomas Say,Academy of Natural Sciences,Member
Benjamin Say,Academy of Natural Sciences,Member
Henry Seybert,Academy of Natural Sciences,Member
"John Shinn, Jr.",Academy of Natural Sciences,Member
Benjamin Shoemaker,Academy of Natural Sciences,Member
John Simmons,Academy of Natural Sciences,Member
Samuel Snelling,Academy of Natural Sciences,Member
Charles W. Smith,Academy of Natural Sciences,Member
Jacob R. Smith,Academy of Natural Sciences,Member
Joseph P. Smith,Academy of Natural Sciences,Member
John C. Smith,Academy of Natural Sciences,Member
John Speakman,Academy of Natural Sciences,Member
George Spackman,Academy of Natural Sciences,Member
Joseph Slouse,Academy of Natural Sciences,Member
William Stewart,Academy of Natural Sciences,Member
Thomas Slewardson,Academy of Natural Sciences,Member
E. B. Siocldoiu,Academy of Natural Sciences,Member
Daniel Sleinhaur,Academy of Natural Sciences,Member
Edward Swain,Academy of Natural Sciences,Member
O. H. Taylor,Academy of Natural Sciences,Member
J. Edgar Thompson,Academy of Natural Sciences,Member
John Kirk Townsend,Academy of Natural Sciences,Member
G. Troost,Academy of Natural Sciences,Member
James Trudcau,Academy of Natural Sciences,Member
Frederick Turnpenny,Academy of Natural Sciences,Member
John B. Tuft,Academy of Natural Sciences,Member
Lardner Vanuxcm,Academy of Natural Sciences,Member
John Vaughan,Academy of Natural Sciences,Member
Robert Vaux,Academy of Natural Sciences,Member
William S. Vaux,Academy of Natural Sciences,Member
Benjamin Warner,Academy of Natural Sciences,Member
F. Waterhoase,Academy of Natural Sciences,Member
William S. Warder,Academy of Natural Sciences,Member
William Wagner,Academy of Natural Sciences,Member
Tobias Wagner,Academy of Natural Sciences,Member
Joseph Watson,Academy of Natural Sciences,Member
N. A. Ware,Academy of Natural Sciences,Member
Thomas T. Walters,Academy of Natural Sciences,Member
Maxwell Walker,Academy of Natural Sciences,Member
John Price Wethcrill,Academy of Natural Sciences,Member
William Wetherill,Academy of Natural Sciences,Member
Charles Wetherill,Academy of Natural Sciences,Member
Alexander Wilson,Academy of Natural Sciences,Member
Thomas B. Wilson,Academy of Natural Sciences,Member
Richard Wistar,Academy of Natural Sciences,Member
Joseph Woolens,Academy of Natural Sciences,Member
William W. Wood,Academy of Natural Sciences,Member
George B. Wood,Academy of Natural Sciences,Member
George Zantzinger,Academy of Natural Sciences,Member
E. Abadie,Academy of Natural Sciences,Member
Don Pedro Abadie,Academy of Natural Sciences,Member
Robert Adrain,Academy of Natural Sciences,Member
Charles Adolphus Agardh,Academy of Natural Sciences,Member
Louis Agassiz,Academy of Natural Sciences,Member
John Gould Anthony,Academy of Natural Sciences,Member
John James Audubon,Academy of Natural Sciences,Member
M. Victor Audouin,Academy of Natural Sciences,Member
Don Pedro Alessandro,Academy of Natural Sciences,Member
William Bartram,Academy of Natural Sciences,Member
William Baldwin,Academy of Natural Sciences,Member
Joseph Barabino,Academy of Natural Sciences,Member
John Bachman,Academy of Natural Sciences,Member
Thomas Bedwell,Academy of Natural Sciences,Member
A. Bellin,Academy of Natural Sciences,Member
Samuel Betton,Academy of Natural Sciences,Member
T. Romeyn Beck,Academy of Natural Sciences,Member
M. F. S. Beudant,Academy of Natural Sciences,Member
Robert Best,Academy of Natural Sciences,Member
M. Bellingeri,Academy of Natural Sciences,Member
J. Jacob Berzelius,Academy of Natural Sciences,Member
M. Elie de Beaumont,Academy of Natural Sciences,Member
Lewis C. Beck,Academy of Natural Sciences,Member
Thomas Bell,Academy of Natural Sciences,Member
M. Jules Bellot,Academy of Natural Sciences,Member
Amos Binney,Academy of Natural Sciences,Member
Robert Bickley,Academy of Natural Sciences,Member
John J. Bigsby,Academy of Natural Sciences,Member
Shubel Blanding,Academy of Natural Sciences,Member
William Blanding,Academy of Natural Sciences,Member
M. H. Ducrotay de Blainville,Academy of Natural Sciences,Member
Francesco Bonelli,Academy of Natural Sciences,Member
M. Amicus Borie,Academy of Natural Sciences,Member
M. Ami Boue,Academy of Natural Sciences,Member
William John Broderip,Academy of Natural Sciences,Member
David Brewster,Academy of Natural Sciences,Member
Lewis Brantz,Academy of Natural Sciences,Member
M. Adolphe Brongniart,Academy of Natural Sciences,Member
M. Alexandre Brongniart,Academy of Natural Sciences,Member
Archibald Bruce,Academy of Natural Sciences,Member
John Bradbury,Academy of Natural Sciences,Member
Samuel Brown,Academy of Natural Sciences,Member
William Buckland,Academy of Natural Sciences,Member
John H. Burr,Academy of Natural Sciences,Member
Jose Maria Bustamente,Academy of Natural Sciences,Member
William J. Burchell,Academy of Natural Sciences,Member
M. Adrian Camper,Academy of Natural Sciences,Member
Robert Carr,Academy of Natural Sciences,Member
Lewis Cass,Academy of Natural Sciences,Member
J. N. Casanova,Academy of Natural Sciences,Member
T. P. Cautley,Academy of Natural Sciences,Member
Isaac Chapman,Academy of Natural Sciences,Member
John George Children,Academy of Natural Sciences,Member
Jacob Cist,Academy of Natural Sciences,Member
Parker Cleaveland,Academy of Natural Sciences,Member
Dewitt Clinton,Academy of Natural Sciences,Member
John D. Clifford,Academy of Natural Sciences,Member
M. Jules Cloquet,Academy of Natural Sciences,Member
M. le Baron de Collens,Academy of Natural Sciences,Member
William Cooper,Academy of Natural Sciences,Member
Thomas Cooper,Academy of Natural Sciences,Member
Lewis Le Conte,Academy of Natural Sciences,Member
John Le Conte,Academy of Natural Sciences,Member
Joseph H. Cogswell,Academy of Natural Sciences,Member
Luigi Colla,Academy of Natural Sciences,Member
J. J. Cohen,Academy of Natural Sciences,Member
James S. Craft,Academy of Natural Sciences,Member
H. B. Croom,Academy of Natural Sciences,Member
Charles Cramer,Academy of Natural Sciences,Member
John Curtis,Academy of Natural Sciences,Member
M. le Baron Cuvier,Academy of Natural Sciences,Member
M. Frederick Cuvier,Academy of Natural Sciences,Member
John Davis,Academy of Natural Sciences,Member
Samuel L. Dana,Academy of Natural Sciences,Member
James D. Dana,Academy of Natural Sciences,Member
William Darlington,Academy of Natural Sciences,Member
M. Anselme Gaetan Desmarest,Academy of Natural Sciences,Member
James E. Dekay,Academy of Natural Sciences,Member
Gaspard Deabbate,Academy of Natural Sciences,Member
M. Andres del Rio,Academy of Natural Sciences,Member
